"","plot_i","sp_i","level_used","sample_size"
"1169","PAN-02","Annona ambotay","f","35"
"1170","PAN-02","Protium spruceanum","d","12"
"1171","SPD-02","Gordonia fruticosa","b","27"
"1172","SPD-02","Faramea bangii","d","18"
"1173","TAM-06","Casearia ulmifolia","h","42"
"1174","PAN-02","Alchornea brittonii","d","70"
"1175","SPD-02","Pouteria torta","b","32"
"1176","SPD-01","Ladenbergia indet","e","16"
"1177","SPD-02","Hedyosmum cuatrecazanum","b","11"
"1178","SPD-02","Cestrum indet","h","8"
"1179","PAN-02","Licania indet","d","18"
"1180","TAM-05","Ampelocera edentula","h","4"
"1181","PAN-02","Pouteria krukovii","d","32"
"1182","SPD-01","Myrcia aliena","h","13"
"1183","SPD-02","Chomelia tenuiflora","e","12"
"1184","PAN-02","Pachira trinitensis","f","23"
"1185","SPD-02","Citronella incarum",NA,"0"
"1186","PAN-02","Couepia obovata","f","36"
"1187","PAN-02","Inga nobilis","c","11"
"1188","PAN-02","Eugenia florida","h","77"
"1189","PAN-02","Sloanea terniflora","d","42"
"1190","ESP-01","Prunus debilis","b","15"
"1191","PAN-03","Sloanea rufa","c","42"
"1192","SPD-01","Myrcia paivae","h","13"
"1193","TAM-06","Inga marginata","d","23"
"1194","PAN-03","Talisia cerasina","h","4"
"1195","PAN-02","Toulicia reticulata","i","113"
"1196","PAN-02","Zapoteca amazonica","e","11"
"1197","PAN-02","Eschweilera albiflora","d","12"
"1198","PAN-02","Simaba paraensis","h","3"
"1199","SPD-02","Eugenia florida","h","77"
"1200","PAN-02","Pourouma indet","c","27"
"1201","PAN-02","Inga densiflora","c","11"
"1202","SPD-02","Laetia procera","h","1"
"1203","PAN-02","Socratea exorrhiza","h","1"
"1204","WAY-01","Oreopanax microflorous","b","20"
"1205","SPD-01","Saurauia glabra","h","11"
"1206","SPD-02","Rollinia andicola","e","18"
"1207","PAN-02","Diplotropis martiusii","e","11"
"1208","PAN-02","Virola peruviana","d","15"
"1209","SPD-02","Solanum indet","h","73"
"1210","PAN-02","Triplaris americana","h","2"
"1211","PAN-02","Sloanea brevipes","d","42"
"1212","PAN-02","Miconia lourteigiana","d","91"
"1213","TAM-06","Trichilia pleeana","f","9"
"1214","TRU-04","Hieronyma indet","d","12"
"1215","SPD-01","Viburnum ayavacense","h","89"
"1216","SPD-02","Allophylus punctatus","h","7"
"1217","TAM-06","Rollinia indet","f","35"
"1218","TAM-06","Triplaris setosa","h","2"
"1219","PAN-02","Cedrela odorata","f","9"
"1220","SPD-01","Hedyosmum translucidum","b","18"
"1221","PAN-02","Neea divaricata","h","23"
"1222","TAM-06","Chrysophyllum pomiferum","d","18"
"1223","PAN-02","Cordia ucayaliensis","h","35"
"1224","SPD-01","Clethra obovata","d","33"
"1225","SPD-01","Hieronyma duquei","d","12"
"1226","WAY-01","Erythroxylum deciduum","h","34"
"1227","PAN-02","Qualea amoena","d","9"
"1228","TAM-06","Hasseltia floribunda","h","2"
"1229","SPD-01","Caryocar glabrum","c","6"
"1230","PAN-02","Pouteria eugeniifolia","d","32"
"1231","PAN-02","Ladenbergia oblongifolia","f","76"
"1232","WAY-01","Baccharis brachylaenoides","e","1"
"1233","TAM-05","Quararibea indet","e","12"
"1234","PAN-03","Leonia glycycarpa","b","12"
"1235","TAM-05","Inga auristellae","d","23"
"1236","PAN-02","Richeria indet","f","12"
"1237","ACJ-01","Oreopanax indet","d","20"
"1238","PAN-02","Mollinedia killipii","d","18"
"1239","PAN-02","Matisia malacocalyx","f","23"
"1240","SPD-01","Sapium glandulosum","d","10"
"1241","PAN-02","Protium plagiocarpium","d","12"
"1242","PAN-02","Sloanea rufa","d","42"
"1243","PAN-02","Guatteria guentheri","d","35"
"1244","PAN-03","Coussarea hirticalyx","e","27"
"1245","SPD-01","Cecropia membranacea","c","1"
"1246","TAM-05","Miconia bubalina","d","91"
"1247","PAN-02","Aparisthmium cordatum","e","35"
"1248","ESP-01","Cyathea delgadii","b","15"
"1249","TAM-05","Quiina florida","e","18"
"1250","PAN-02","Siparuna decipiens","h","12"
"1251","SPD-01","Clusia flaviflora","b","15"
"1252","TAM-05","Sloanea fragrans","d","42"
"1253","PAN-02","Sloanea pubescens","d","42"
"1254","PAN-02","Glycydendron amazonicum","e","35"
