"","plot_i","sp_i","level_used","sample_size"
"672","TAM-05","Cordia hebeclada","h","16"
"673","TAM-05","Miconia pyrifolia","d","85"
"674","TAM-05","Inga thibaudiana","b","10"
"675","TAM-05","Inga nobilis","d","18"
"676","SPD-02","Cordia panamensis","h","16"
"677","TAM-06","Cordia nodosa","h","16"
"678","ACJ-01","Sessea dependens","i","30"
"679","TAM-05","Symphonia globulifera","e","10"
"680","PAN-03","Inga heterophylla","d","18"
"681","SPD-01","Alchornea acutifolia","c","14"
"682","SPD-02","Mollinedia indet","c","18"
"683","TAM-06","Pouteria bangii","c","6"
"684","SPD-02","Perebea guianensis","e","21"
"685","TAM-05","Acalypha indet","f","129"
"686","PAN-02","Casearia ulmifolia","h","24"
"687","SPD-02","Phyllanthus attenuatus","e","12"
"688","TAM-05","Mouriri nigra","f","123"
"689","TAM-06","Iryanthera juruensis","f","15"
"690","TRU-04","Myrsine andina","a","26"
"691","PAN-03","Matisia malacocalyx","f","23"
"692","TAM-06","Sorocea pileata","e","4"
"693","TAM-05","Cecropia ficifolia","d","7"
"694","PAN-02","Miconia indet","b","24"
"695","TAM-06","Maquira calophylla","e","4"
"696","SPD-01","Nectandra indet","d","9"
"697","TAM-05","Licania canescens","c","16"
"698","TAM-06","Tetragastris panamensis","f","12"
"699","TAM-05","Eugenia florida","h","30"
"700","PAN-03","Miconia indet","b","24"
"701","TAM-05","Aspidosperma spruceanum","f","15"
"702","ESP-01","Gaiadendron punctatum","h","1"
"703","SPD-02","Plinia indet","i","63"
"704","TAM-05","Oenocarpus indet","i","26"
"705","PAN-03","Lonchocarpus indet","e","15"
"706","TAM-05","Aniba canelilla","e","9"
"707","TAM-06","Quararibea wittii","f","23"
"708","PAN-02","Minquartia guianensis","i","5"
"709","SPD-02","Hieronyma macrocarpa","a","12"
"710","PAN-03","Dendrobangia boliviana",NA,"0"
"711","SPD-02","Hieronyma indet","c","12"
"712","TAM-05","Inga capitata","d","18"
"713","TAM-06","Urera capitata","f","109"
"714","PAN-03","Neea indet","i","1"
"715","TAM-06","Triplaris cumingiana","i","51"
"716","TAM-05","Mabea indet","f","129"
"717","ESP-01","Bejaria aestuans","i","129"
"718","TRU-04","Symplocos reflexa","b","27"
"719","TAM-06","Theobroma cacao","f","23"
"720","SPD-01","Leandra indet","e","9"
"721","TAM-06","Triplaris peruviana","i","51"
"722","TAM-06","Triplaris poeppigiana","i","51"
"723","TAM-05","Faramea glandulosa","d","18"
"724","ESP-01","Clethra castaneifolia","d","31"
"725","TAM-05","Duguetia lucida","f","35"
"726","TAM-05","Pouteria tarapotensis","c","8"
"727","TAM-05","Cedrelinga cateniformis","a","6"
"728","PAN-03","Guatteria dielsiana","d","35"
"729","TAM-06","Ocotea indet","b","40"
"730","PAN-02","Vitex triflora","h","8"
"731","PAN-03","Pourouma minor","b","9"
"732","TAM-05","Hieronyma oblonga","d","12"
"733","TAM-05","Xylopia trichostemon","f","35"
"734","TAM-05","Inga acreana","d","18"
"735","TAM-06","Lindackeria paludosa",NA,"0"
"736","TAM-05","Tachigali bracteosa","c","6"
"737","PAN-03","Aspidosperma parvifolium","f","15"
"738","ESP-01","Cinchona macrocalyx","d","33"
"739","ESP-01","Baccharis salicifolia","f","2"
"740","SPD-02","Miconia cretacea","d","85"
"741","SPD-02","Hieronyma oblonga","c","12"
"742","TAM-05","Pouteria procera","c","8"
"743","TAM-06","Jacaratia digitata",NA,"0"
"744","TAM-05","Pourouma cecropiifolia","c","12"
"745","TAM-05","Maquira guianensis","e","30"
"746","TAM-05","Iryanthera olacoides","f","15"
"747","TAM-06","Inga laurina","d","18"
"748","TAM-05","Thyrsodium spruceanum","f","31"
"749","SPD-01","Cinchona indet","d","33"
"750","TAM-06","Chrysophyllum indet","b","18"
"751","SPD-02","Miconia spennerostachya","d","85"
"752","TAM-06","Sloanea stipitata","d","38"
"753","PAN-03","Persea peruviana","d","36"
"754","SPD-02","Quararibea wittii","e","11"
"755","TAM-06","Drypetes amazonica","h","3"
"756","SPD-02","Casearia indet","h","24"
"757","TAM-05","Pouteria cladantha","c","8"
"758","TAM-06","Inga chartacea","d","18"
"759","ACJ-01","Gynoxys nitida","f","2"
"760","TAM-06","Virola elongata","d","15"
"761","PAN-03","Mollinedia killipii","d","18"
"762","TAM-06","Duguetia spixiana","f","35"
"763","TAM-05","Guatteria indet","d","35"
"764","TAM-05","Miconia dolichorrhyncha","d","85"
"765","TAM-05","Guatteria citriodora","d","35"
"766","SPD-01","Alchornea brittonii","c","14"
"767","TAM-05","Chimarrhis indet","f","74"
"768","TAM-05","Terminalia amazonia","h","8"
"769","TAM-05","Moronobea coccinea","e","10"
"770","TAM-05","Ocotea cuprea","c","9"
"771","SPD-02","Miconia axinaeoides","d","85"
"772","SPD-02","Chrysochlamys ulei","f","172"
"773","TAM-05","Ouratea castaneifolia","c","17"
"774","TAM-05","Bertholletia excelsa","e","8"
"775","SPD-02","Elaeagia myriantha","d","14"
"776","TAM-06","Guatteria alutacea","d","35"
"777","TAM-05","Lacistema aggregatum","h","5"
"778","TRU-04","Hedyosmum translucidum","b","18"
"779","TAM-05","Bellucia pentamera","b","18"
"780","SPD-02","Ficus maxima","a","6"
"781","SPD-01","Licania macrocarpa","d","16"
"782","SPD-02","Byrsonima poeppigiana","h","1"
"783","TAM-06","Iryanthera indet","f","15"
"784","PAN-03","Licania micrantha","d","16"
